jarak_tempuh_km,durasi_kemacetan_menit,suhu_saat_ini,nilai_mkt_sejauh_ini,probabilitas_rusak,durasi_ekskursi_menit_final,nilai_mkt_final
8.67,40.98,7.31,6.48,0.0097,6,6.96
6.14,57.74,1.99,2.06,0.4424,47,1.9
17.74,18.03,3.77,4.69,0.0181,0,4.7
4.14,51.69,8.27,7.03,0.0797,16,7.42
7.8,56.02,6.38,5.6,0.1222,16,6.71
7.66,44.83,6.02,5.1,0.0,0,5.56
18.1,13.88,4.63,4.24,0.0353,0,4.57
16.14,20.04,3.86,4.22,0.0,0,4.43
14.89,2.15,3.36,3.3,0.1548,14,2.71
11.1,49.89,3.97,4.24,0.0,0,4.98
8.93,50.98,5.42,4.91,0.0395,0,5.65
7.75,37.96,6.04,5.63,0.0,0,6.31
16.96,21.15,6.18,6.01,0.0,0,6.51
9.53,4.61,4.41,4.36,0.0,0,4.68
17.71,45.18,8.56,7.14,0.3996,53,8.3
16.38,43.59,-0.6,3.15,0.3904,58,1.91
9.46,54.76,6.56,5.2,0.0223,0,5.62
7.29,43.83,5.79,5.02,0.0,0,6.18
7.79,49.72,4.37,4.44,0.0191,0,4.52
6.32,44.76,4.28,4.51,0.0152,0,4.25
7.51,37.84,4.62,4.32,0.0221,0,5.12
4.45,25.62,6.66,6.36,0.0,0,6.5
17.3,54.13,9.04,7.54,0.3847,59,8.53
19.93,39.06,5.21,5.07,0.08,10,6.18
7.45,23.9,6.85,6.52,0.0,0,6.69
12.1,5.01,3.63,3.77,0.0681,0,4.03
17.03,17.44,3.62,4.26,0.0,0,4.26
6.16,32.62,6.71,5.86,0.0059,0,6.38
16.4,16.54,5.67,5.6,0.0234,0,6.03
10.23,13.27,5.5,5.19,0.0531,0,5.53
11.81,31.64,3.86,3.95,0.0126,0,3.99
13.92,10.19,6.51,6.35,0.0008,0,6.41
19.61,48.02,6.27,5.63,0.0,3,6.39
9.91,29.06,6.26,5.8,0.0,0,6.58
18.85,34.43,7.78,6.82,0.1256,27,7.47
9.04,8.84,5.75,5.83,0.0,0,6.01
3.67,19.47,5.95,5.89,0.0,0,6.23
15.05,24.61,3.17,3.65,0.1268,17,2.82
11.95,48.49,6.58,5.5,0.0066,0,6.04
3.7,46.21,5.11,4.57,0.0457,0,5.32
4.77,13.38,4.6,4.22,0.0159,0,4.63
9.11,36.97,6.08,5.44,0.0,0,5.81
6.7,14.61,4.19,3.92,0.0597,0,4.41
6.71,59.29,4.7,4.24,0.0,0,4.86
10.22,57.13,4.42,3.84,0.0807,0,5.04
7.2,33.8,4.64,4.38,0.0399,0,4.74
14.12,41.93,7.1,6.15,0.1741,21,6.92
6.01,48.09,6.51,5.55,0.0132,0,6.07
17.78,43.26,7.19,5.98,0.0406,0,6.33
14.02,41.99,6.98,6.08,0.1097,9,6.73
19.41,57.51,7.7,6.66,0.2193,45,8.0
15.05,35.79,6.14,5.53,0.0323,1,6.34
7.63,38.18,5.11,4.6,0.0,0,4.53
12.11,50.96,6.6,5.75,0.0116,9,6.52
14.73,40.19,7.07,6.6,0.1303,29,7.64
5.42,43.98,7.15,6.42,0.0,0,6.01
5.22,14.05,3.92,3.77,0.0,0,3.81
6.94,22.28,4.53,4.09,0.0949,0,4.38
8.77,8.84,6.09,5.63,0.0,0,5.95
11.44,30.35,5.31,4.81,0.0314,0,5.46
2.62,27.34,5.13,4.93,0.0372,0,4.98
7.07,59.83,4.9,5.61,0.0,0,6.11
15.1,36.67,6.49,5.38,0.0,0,5.83
3.62,47.19,5.94,5.61,0.0525,7,6.6
6.94,20.04,5.14,4.93,0.0773,0,5.57
5.11,49.89,6.0,6.12,0.0,0,6.34
6.16,36.91,5.04,4.15,0.0,0,4.64
10.88,41.82,5.48,4.66,0.0,0,4.74
7.31,17.67,5.28,5.28,0.0183,0,5.4
10.65,32.92,4.84,4.31,0.0047,0,5.24
14.42,38.04,6.31,5.49,0.0867,0,6.12
13.21,35.35,5.55,5.25,0.0657,8,6.46
8.47,54.91,7.34,6.68,0.3402,46,8.4
10.16,53.9,4.68,4.07,0.022,0,5.29
14.21,58.26,4.84,4.79,0.0556,3,5.8
17.91,40.05,5.27,4.32,0.0698,0,5.03
4.75,58.31,4.6,4.17,0.014,0,5.16
13.3,49.95,4.9,5.03,0.0345,0,5.27
10.43,16.25,4.02,3.94,0.0741,0,4.19
10.48,25.65,6.88,6.5,0.0239,3,6.91
7.32,14.3,5.48,5.23,0.0,0,5.48
4.27,0.25,4.7,4.58,0.0,0,4.57
19.82,11.28,5.03,4.41,0.0,0,4.67
2.58,0.24,5.56,5.46,0.0,0,5.53
15.22,43.19,8.38,6.94,0.2937,35,7.43
7.95,25.53,6.35,5.62,0.0125,0,5.83
14.08,18.75,5.19,4.82,0.0,0,5.27
12.27,45.7,4.48,4.15,0.0,0,5.08
6.59,49.95,6.03,5.52,0.0374,0,5.67
9.17,58.52,7.3,6.52,0.2381,32,7.54
4.46,38.52,7.52,6.67,0.0,0,7.13
6.68,27.69,6.9,6.62,0.0,0,6.84
11.2,18.32,5.98,5.87,0.0,0,5.97
6.09,13.34,5.86,5.59,0.0,0,6.03
15.71,12.78,4.39,4.37,0.0,0,4.49
15.54,24.55,5.46,5.2,0.0,0,5.86
14.21,59.51,7.27,6.35,0.4532,54,8.55
12.65,0.05,4.05,4.15,0.0,0,4.13
11.51,11.83,4.44,4.07,0.0376,0,4.28
5.36,11.3,5.8,5.8,0.0,0,6.13
8.5,43.03,4.38,4.19,0.0214,0,5.04
19.12,21.15,5.68,4.33,0.0,0,4.27
13.83,27.44,3.68,3.51,0.0191,0,4.08
6.88,8.92,2.31,2.72,0.0,0,2.64
11.75,24.3,6.21,5.91,0.0,0,6.37
17.09,6.19,6.27,6.13,0.0,0,6.33
7.42,31.98,5.81,5.71,0.0,0,6.09
9.39,5.88,4.12,3.91,0.0,0,4.03
15.19,47.43,3.25,5.62,0.0,0,5.14
9.73,34.0,4.97,4.26,0.0,0,4.5
2.81,43.44,5.4,4.96,0.0,0,5.27
6.96,25.11,6.34,6.22,0.0,0,6.45
2.68,22.89,4.85,4.47,0.0255,0,4.79
6.03,5.89,4.51,4.21,0.0002,0,4.42
5.19,31.43,5.91,5.24,0.0187,0,5.99
3.52,30.87,5.95,5.15,0.0442,0,5.91
13.72,28.09,6.62,5.92,0.0,0,6.32
4.3,44.43,6.85,6.02,0.1007,0,6.59
8.49,49.95,4.87,4.67,0.043,0,5.42
14.25,45.05,6.62,5.82,0.0524,7,6.52
12.64,8.63,4.14,4.02,0.0,0,4.37
3.6,37.32,6.08,5.36,0.0479,0,5.88
19.75,4.82,3.51,3.51,0.0638,0,3.75
14.53,41.68,6.45,5.16,0.0,0,5.81
11.64,22.91,6.61,6.12,0.0178,0,6.54
12.37,7.95,3.97,3.99,0.02,0,4.07
6.29,51.72,6.0,5.35,0.0551,4,6.2
6.52,36.84,6.52,6.21,0.0666,6,6.89
7.47,21.28,2.44,2.04,0.2719,13,2.57
6.13,1.84,4.54,4.26,0.0,0,4.32
6.1,32.24,7.03,6.34,0.0484,0,6.69
2.79,55.39,6.24,5.52,0.0,0,5.36
3.81,35.78,6.16,5.84,0.0727,0,6.2
7.37,58.3,7.68,6.7,0.165,32,7.65
12.28,8.19,4.77,4.51,0.0,0,4.69
10.03,34.1,3.84,3.73,0.0324,0,4.01
6.24,47.89,5.13,3.98,0.0,0,4.53
7.68,31.53,2.96,3.88,0.0,0,3.73
4.54,5.46,5.55,5.26,0.0,0,5.54
14.22,34.97,5.72,5.27,0.0162,0,5.79
4.65,36.7,6.23,5.87,0.0354,3,6.57
6.67,43.72,2.83,3.19,0.0,0,3.2
8.18,45.67,6.43,6.01,0.0,3,6.74
12.1,46.25,6.46,5.59,0.0,0,6.15
19.53,39.81,6.89,5.42,0.0422,14,6.21
16.58,12.95,5.03,4.71,0.0,0,5.27
7.21,24.25,5.22,5.31,0.0,0,5.42
5.97,46.57,7.43,6.25,0.0116,9,6.74
4.6,57.21,7.53,6.74,0.1492,19,7.43
6.54,4.74,6.09,5.85,0.1364,0,5.95
7.43,32.13,6.73,6.33,0.0208,0,6.49
17.83,18.75,1.67,2.16,0.3787,51,2.03
18.91,13.52,6.27,5.84,0.036,1,6.3
6.36,30.35,6.49,6.02,0.1332,0,6.21
6.7,36.37,4.75,4.36,0.0,0,4.87
6.01,0.59,4.52,4.44,0.0712,0,4.47
6.57,46.81,4.96,4.34,0.0,0,5.11
8.14,49.19,6.72,5.88,0.0297,13,6.9
6.87,57.93,5.6,5.06,0.0,0,5.5
7.12,10.84,4.84,4.47,0.0,0,4.49
16.68,35.67,6.86,6.38,0.1401,23,7.28
16.64,25.6,5.64,5.36,0.0,0,6.19
13.03,20.09,4.37,4.05,0.0,0,4.34
16.96,33.94,4.94,4.86,0.0,0,5.31
13.94,46.94,6.06,5.63,0.1309,24,6.95
9.72,1.38,4.11,3.92,0.0009,0,3.34
13.42,58.16,6.41,5.7,0.1461,24,6.8
13.0,48.59,6.54,5.91,0.015,8,6.5
17.35,45.07,6.14,5.69,0.1298,16,6.65
19.73,45.62,9.43,6.85,0.2475,50,8.24
11.17,23.34,6.88,6.3,0.0053,0,6.45
16.45,45.1,8.05,7.28,0.3971,55,8.38
6.5,23.21,4.3,4.34,0.0873,0,3.85
16.65,53.92,6.46,4.86,0.0187,0,5.45
10.57,10.63,4.75,4.58,0.036,0,4.79
5.59,17.54,5.34,4.99,0.0,0,5.4
10.45,33.08,7.09,6.23,0.0428,1,6.58
4.91,19.15,5.76,5.53,0.0181,0,5.63
6.79,25.45,5.38,5.08,0.0,0,5.43
3.92,29.55,4.66,4.25,0.0562,0,5.09
6.17,51.38,6.25,5.63,0.0281,0,6.09
18.95,31.39,6.82,5.89,0.0723,6,6.58
15.61,21.75,6.88,6.41,0.0,0,6.63
9.95,14.86,4.91,4.61,0.0885,0,4.7
10.86,24.52,7.92,6.73,0.126,12,7.17
16.11,30.94,6.64,5.84,0.1117,15,6.81
14.02,44.77,7.31,6.41,0.1314,24,7.55
15.07,7.26,3.67,3.56,0.0079,0,3.95
5.64,13.3,5.25,5.15,0.0247,0,5.35
5.42,22.78,4.42,4.25,0.0,0,4.5
19.85,21.62,6.66,6.47,0.1566,7,6.87
8.21,23.5,6.04,5.72,0.0,0,5.82
5.74,47.61,6.52,5.87,0.0,0,6.35
3.25,19.45,4.85,4.43,0.0461,0,4.86
5.02,30.11,6.45,6.06,0.0655,0,6.4
16.46,37.43,4.95,4.54,0.0,0,5.37
9.39,13.93,5.07,4.8,0.0,0,4.95
6.22,43.12,4.59,4.25,0.0,0,5.26
7.05,32.83,5.67,5.22,0.08,0,5.6
11.41,26.81,5.96,4.97,0.094,0,5.29
2.47,48.59,6.72,6.24,0.0,0,6.79
2.64,14.61,4.47,4.48,0.1093,0,4.7
12.05,52.99,7.61,6.23,0.0897,13,6.98
2.96,33.66,5.61,4.99,0.0,0,5.42
7.87,36.55,6.08,5.51,0.0,0,6.31
2.95,52.5,4.87,4.3,0.0,0,4.85
4.92,49.05,4.82,4.16,0.0128,0,5.02
4.18,36.09,6.92,6.08,0.058,0,6.3
10.74,45.19,6.59,6.2,0.1789,26,7.37
19.16,26.0,6.44,5.66,0.0,0,5.82
13.84,32.84,6.93,6.55,0.1582,20,7.45
10.17,3.72,5.69,5.62,0.0146,0,5.98
7.33,5.39,5.1,5.0,0.0,0,5.19
18.66,49.77,4.67,5.41,0.0,0,5.59
9.11,3.58,4.06,3.97,0.0285,0,4.14
7.0,10.16,5.2,5.0,0.0,0,5.65
19.38,47.75,3.89,3.68,0.0295,0,4.39
6.74,0.07,5.32,5.36,0.0111,0,5.38
15.79,16.94,5.06,4.89,0.0606,0,5.14
14.22,35.04,1.72,2.15,0.367,39,2.16
15.2,35.73,4.61,4.24,0.0,0,4.85
10.27,46.63,5.59,4.87,0.0,0,5.62
9.71,30.36,5.96,5.33,0.0154,0,5.8
15.26,30.56,4.35,3.86,0.0,0,4.33
7.94,43.52,4.95,4.23,0.0,0,4.48
2.24,29.92,5.86,5.3,0.0256,0,5.53
7.82,36.51,4.75,4.29,0.0,0,3.85
5.12,53.87,6.9,6.14,0.0595,0,6.44
19.55,24.09,6.09,5.37,0.0,0,5.2
11.48,23.11,6.56,6.28,0.0196,0,6.46
19.54,0.21,5.64,5.36,0.0416,0,5.74
7.1,36.81,5.51,6.15,0.0617,0,6.38
13.81,1.79,5.27,5.1,0.1016,0,5.1
8.01,30.25,4.42,4.14,0.025,0,5.27
16.85,48.25,8.71,7.38,0.3685,49,8.36
16.76,33.0,4.98,4.41,0.0231,0,5.58
6.43,16.18,4.19,4.13,0.0,0,4.7
18.68,47.17,5.52,5.0,0.1133,17,6.19
5.44,16.18,3.98,3.72,0.006,0,4.01
3.29,43.98,5.9,5.37,0.0738,0,5.93
7.17,36.62,5.76,5.28,0.0265,0,5.66
18.24,10.2,4.98,4.53,0.0281,0,5.08
19.35,54.31,6.91,5.34,0.1344,31,6.96
4.11,12.04,5.39,5.09,0.0,0,5.42
6.58,59.38,7.15,6.8,0.189,27,7.54
7.83,0.44,5.52,5.39,0.0028,0,5.44
12.51,15.81,5.08,4.71,0.0175,0,5.1
5.93,11.99,5.64,5.27,0.0,0,5.49
7.25,0.84,2.8,3.38,0.0,0,3.19
14.9,43.94,6.47,5.71,0.1472,21,6.83
4.38,41.61,4.99,4.38,0.0,0,5.55
6.16,47.54,5.65,5.77,0.0019,0,5.76
14.93,15.4,3.98,3.81,0.0,0,3.96
12.0,26.66,5.17,5.03,0.0,0,5.17
17.18,39.55,3.1,3.71,0.0972,0,3.43
7.34,26.39,2.9,3.09,0.0,0,3.61
16.85,41.84,4.63,6.11,0.0214,0,6.06
5.96,38.04,4.08,3.74,0.0,0,4.01
7.64,6.88,5.04,5.15,0.0804,0,5.14
14.84,46.86,5.73,5.4,0.0,0,5.99
17.82,43.24,7.39,6.43,0.0993,6,6.96
8.79,39.35,5.3,5.45,0.0,0,5.88
9.91,9.31,4.86,4.88,0.0,0,4.9
13.06,16.08,5.89,5.5,0.0062,0,5.68
6.56,23.59,6.88,6.26,0.0388,0,6.75
17.17,16.8,4.97,4.24,0.0,0,5.12
7.67,13.67,5.2,5.16,0.012,0,5.47
7.18,48.32,6.56,5.76,0.0,5,6.41
7.25,38.29,5.36,4.93,0.0,0,5.59
6.23,33.93,6.17,6.01,0.0049,0,6.21
10.06,13.56,5.55,5.2,0.0259,0,5.32
5.24,55.08,7.93,6.93,0.2953,28,7.79
5.75,11.47,5.15,5.08,0.0525,0,5.3
14.13,47.7,2.14,3.45,0.0,4,3.35
4.24,58.0,5.25,4.26,0.0659,0,4.59
4.96,43.63,5.67,5.05,0.0759,0,5.41
10.33,59.57,7.15,6.02,0.1409,22,6.97
9.22,39.06,4.55,4.18,0.0388,0,5.03
17.61,13.05,5.59,4.64,0.0,0,5.8
5.75,12.23,5.31,5.01,0.0,0,5.22
10.95,19.47,4.22,3.84,0.0,0,4.1
10.55,0.43,6.27,6.08,0.0725,0,6.19
9.27,40.9,6.77,6.37,0.0251,6,6.87
18.68,16.12,2.94,3.25,0.0812,0,3.31
2.47,48.91,7.54,6.62,0.2241,13,7.22
5.96,21.55,5.18,4.86,0.0,0,4.85
15.72,28.8,5.4,4.92,0.0904,0,5.28
12.91,57.94,3.75,3.12,0.0431,0,3.75
18.51,14.53,5.04,4.76,0.0079,0,5.49
9.69,43.28,4.91,4.59,0.0,0,4.96
13.61,45.31,5.0,3.87,0.0246,0,3.92
12.51,13.26,4.8,4.5,0.0,0,4.85
12.34,30.06,3.73,2.91,0.0038,0,3.55
11.84,21.01,4.69,4.15,0.0047,0,4.24
8.08,46.31,5.58,4.98,0.0,0,6.05
16.34,37.35,6.72,5.29,0.156,16,6.53
11.77,28.56,6.92,6.47,0.1267,8,7.11
19.38,46.76,5.26,5.29,0.0207,1,6.19
8.91,14.11,5.33,4.68,0.0299,0,4.87
15.24,45.22,7.15,6.54,0.2456,33,7.68
2.15,51.92,4.91,4.79,0.0235,0,5.33
14.95,52.72,6.81,5.61,0.2395,24,7.0
5.22,47.02,6.06,5.24,0.0,0,5.5
17.41,24.48,2.85,2.78,0.0413,0,3.08
10.4,58.91,5.18,4.42,0.1127,23,6.58
2.97,22.78,6.01,5.81,0.0335,0,6.09
7.37,38.32,6.83,6.46,0.051,0,6.81
13.03,9.66,5.85,5.64,0.0,0,5.7
8.46,58.83,4.08,3.11,0.0,0,3.93
16.16,42.24,5.73,4.92,0.1434,4,6.04
6.14,45.2,6.97,5.98,0.0916,1,6.29
11.17,3.95,3.79,5.06,0.0,0,4.7
9.03,45.81,5.25,4.46,0.0,0,5.47
19.98,46.48,5.35,4.92,0.1114,15,6.26
6.08,40.31,6.52,6.03,0.0594,0,6.68
5.65,17.51,6.41,6.15,0.007,0,6.56
7.82,29.38,6.44,6.44,0.0851,0,6.26
19.57,6.63,3.84,4.0,0.0557,0,4.17
19.69,28.3,6.31,4.84,0.0313,0,5.46
14.82,14.63,5.21,4.84,0.0647,0,4.98
4.68,20.95,5.54,5.33,0.0043,0,4.68
8.21,9.76,3.88,3.72,0.0181,0,3.84
6.95,13.8,6.66,6.42,0.0,0,6.96
7.14,4.59,5.58,5.56,0.021,0,5.59
6.52,55.19,5.31,4.67,0.0,0,5.48
6.68,31.82,6.67,6.23,0.1626,13,7.21
3.09,23.8,5.27,5.26,0.0,0,5.65
2.52,32.1,3.89,3.66,0.0,0,4.4
10.5,37.7,5.66,5.13,0.0245,0,5.78
3.18,55.31,7.59,6.4,0.1664,13,7.12
6.14,10.72,2.77,3.21,0.1053,0,3.15
7.26,17.73,6.13,5.39,0.0,0,6.12
11.99,58.55,6.14,4.75,0.0,0,5.16
4.82,22.27,5.27,4.92,0.0,0,5.16
17.48,1.35,4.49,4.42,0.0,0,4.67
2.6,8.86,3.71,3.65,0.0051,0,3.71
13.9,1.58,5.01,4.62,0.0849,0,3.56
9.01,59.4,5.58,3.96,0.0277,0,5.08
14.69,16.73,4.98,4.79,0.0572,0,5.46
19.79,55.41,4.64,4.83,0.0,0,5.1
5.74,59.75,5.29,4.61,0.0215,0,5.64
18.3,35.99,6.71,6.3,0.1684,23,7.33
3.26,1.99,5.31,5.26,0.0,0,5.3
8.78,4.9,5.89,5.8,0.0,0,5.8
19.32,28.9,4.31,3.93,0.0488,0,3.65
12.25,24.37,5.24,4.92,0.0,0,5.39
9.98,36.37,4.53,5.53,0.0222,0,5.32
7.72,26.33,2.59,2.97,0.0,3,2.92
2.76,56.04,6.45,5.36,0.0,2,6.08
17.49,32.08,6.43,6.23,0.0447,0,6.23
14.22,41.62,6.25,5.23,0.1104,13,6.58
18.7,53.79,6.47,5.35,0.0369,0,6.05
8.48,8.81,4.85,4.44,0.0,0,4.81
6.82,13.78,6.55,6.11,0.0563,0,6.4
5.09,6.44,3.77,3.57,0.0,0,3.61
5.34,8.38,5.41,5.3,0.0,0,5.41
3.54,30.76,5.82,5.43,0.0,0,5.98
5.9,19.27,5.67,5.15,0.0,0,5.32
9.63,25.39,4.92,4.37,0.0,0,4.81
5.22,58.95,6.84,6.42,0.1084,18,7.24
16.73,9.4,4.54,4.28,0.0637,0,4.5
5.23,32.45,6.21,5.97,0.0358,0,6.54
17.25,5.93,6.84,6.2,0.0,0,6.48
9.51,19.11,5.65,5.49,0.0096,0,5.75
7.99,31.65,5.71,5.21,0.0,0,5.05
8.39,56.8,4.79,4.49,0.0129,0,5.26
12.03,23.47,6.06,5.66,0.0,0,5.97
11.37,3.89,6.33,6.01,0.0,0,6.24
9.33,23.29,5.62,4.7,0.0,0,5.21
7.58,8.74,5.84,5.46,0.0,0,5.93
16.43,13.8,5.57,5.3,0.0432,0,5.94
19.85,37.09,6.81,6.41,0.1665,22,7.28
16.67,4.05,3.71,3.71,0.0,0,3.76
9.44,27.88,6.13,5.16,0.0654,0,5.79
4.3,36.57,6.26,5.68,0.0141,0,5.44
8.26,25.31,3.86,4.42,0.0,0,4.33
5.9,1.15,5.65,5.6,0.0228,0,5.63
13.27,59.13,6.25,4.56,0.0775,10,5.66
14.08,22.03,6.87,6.23,0.0,0,6.45
6.91,46.71,4.62,4.26,0.1385,0,5.36
15.2,19.54,3.34,3.87,0.0,0,3.8
9.38,28.5,3.84,4.2,0.0,0,4.34
9.95,23.31,5.86,5.38,0.0,0,5.54
15.22,20.55,4.87,4.57,0.0447,0,4.83
10.24,1.31,5.51,5.31,0.1461,0,5.62
6.0,21.6,5.1,4.89,0.0,0,5.16
10.62,53.37,7.86,6.9,0.339,45,8.37
7.23,41.42,5.86,5.62,0.1358,7,6.53
6.32,8.73,5.44,5.32,0.0,0,5.51
4.06,35.47,7.39,6.21,0.0277,0,6.58
17.8,53.53,6.4,5.61,0.162,23,6.7
8.3,42.0,7.25,6.38,0.1709,18,7.32
4.98,8.92,4.52,4.52,0.0,0,4.78
16.08,52.07,7.02,5.87,0.2301,32,7.15
8.17,18.09,5.55,4.99,0.0,0,5.26
10.9,27.24,5.53,5.29,0.0,0,5.91
5.96,31.57,6.01,5.03,0.0143,0,5.57
8.39,51.03,5.87,5.29,0.0,0,5.94
16.89,55.9,5.88,4.95,0.1609,18,6.33
2.66,55.78,6.1,4.88,0.0,0,5.59
4.38,0.48,4.53,4.41,0.0,0,4.54
10.04,55.31,6.38,5.02,0.006,0,4.98
7.01,3.26,5.2,4.87,0.046,0,5.0
6.11,15.95,4.92,4.56,0.0621,0,4.42
19.88,30.9,6.59,5.19,0.0451,11,6.12
14.83,28.8,5.17,4.65,0.0806,0,5.24
13.13,36.28,5.22,4.53,0.0,0,5.19
16.48,28.77,6.28,5.16,0.0,0,5.51
17.6,56.06,3.86,3.54,0.056,0,4.74
17.1,14.43,6.7,6.24,0.0117,0,6.69
5.25,16.44,4.04,3.87,0.0,0,4.36
7.8,55.24,7.39,5.83,0.2111,28,7.28
14.82,4.6,5.33,5.04,0.0,0,5.32
5.34,36.57,1.64,3.06,0.265,26,2.79
7.68,40.9,5.26,4.63,0.0,0,5.04
14.98,30.33,5.63,4.92,0.0,0,5.2
19.35,41.65,4.7,3.99,0.0233,0,4.69
8.02,10.37,5.27,5.16,0.0,0,5.47
17.96,51.16,6.47,6.08,0.2214,35,7.23
7.02,8.4,5.23,4.93,0.0156,0,5.42
19.84,24.05,6.64,6.15,0.0117,6,6.87
7.37,4.52,6.39,6.22,0.0147,0,6.36
12.75,32.71,3.89,3.42,0.0241,0,4.13
16.89,40.18,5.85,5.48,0.0246,7,6.34
11.49,56.47,5.69,5.36,0.0082,0,5.6
3.71,44.36,6.22,5.18,0.0,0,5.71
19.8,32.47,5.65,4.41,0.0695,0,5.11
11.38,55.96,4.55,4.03,0.027,0,5.32
14.06,28.71,6.44,6.11,0.0,0,6.46
5.82,33.67,5.41,5.01,0.0914,0,5.16
5.03,35.77,4.96,4.77,0.0,0,5.52
5.36,24.6,6.48,6.05,0.0104,0,6.54
11.06,50.31,2.27,5.17,0.0299,2,4.67
5.24,11.11,2.44,3.65,0.028,4,2.85
5.68,33.29,6.17,5.76,0.0,0,6.21
5.51,43.33,6.63,5.66,0.0,0,6.13
5.02,54.24,3.71,5.04,0.0086,0,5.01
5.84,53.04,5.31,4.97,0.0,0,5.12
7.84,30.52,6.72,6.28,0.0,0,6.04
7.88,38.59,5.14,4.75,0.0498,0,5.04
14.8,23.65,2.46,2.13,0.1944,17,2.6
3.35,28.09,4.93,4.99,0.0053,0,5.15
5.0,54.38,6.77,5.77,0.0108,1,6.33
7.24,55.84,7.17,5.83,0.0292,14,6.65
13.7,53.72,8.64,7.06,0.2527,42,7.91
14.93,8.3,5.5,5.15,0.0,0,5.14
4.11,51.01,6.37,5.91,0.0245,5,6.68
8.83,56.9,4.95,5.33,0.0415,0,5.32
6.34,21.67,7.11,6.46,0.0081,3,7.08
6.18,31.12,6.62,6.19,0.0,0,6.69
11.39,46.75,6.24,6.91,0.0314,3,7.0
19.19,33.72,5.92,6.03,0.0103,0,6.63
8.27,59.61,5.11,4.91,0.1094,10,6.27
3.0,27.34,4.6,4.21,0.0188,0,4.88
6.51,42.84,6.82,6.35,0.0648,1,6.88
6.68,47.56,3.86,4.25,0.0,0,4.31
15.2,29.65,6.14,5.39,0.0423,0,5.48
14.64,51.42,4.82,4.85,0.0474,11,6.37
6.22,32.77,3.08,4.28,0.0384,0,4.06
12.3,24.7,3.72,3.73,0.0,0,3.97
4.45,6.47,4.42,4.34,0.0364,0,4.48
9.34,23.6,2.82,4.33,0.003,0,3.68
14.94,44.04,7.69,6.61,0.2075,33,7.34
5.78,55.28,5.16,4.68,0.0,0,5.46
12.97,15.1,4.72,4.62,0.022,0,4.88
15.24,21.31,7.62,6.65,0.097,16,7.27
5.05,9.24,5.08,4.72,0.0153,0,4.94
5.17,41.44,2.59,2.85,0.1747,16,2.64
13.79,57.61,6.15,5.59,0.2002,36,7.29
16.68,38.46,5.96,5.12,0.0,0,5.41
8.73,37.02,6.85,6.42,0.1335,11,7.18
2.68,33.21,2.24,2.66,0.1105,7,2.78
6.32,5.31,6.07,5.91,0.0999,0,6.11
10.79,43.77,5.34,4.84,0.018,3,5.98
7.36,36.12,4.11,4.61,0.0641,0,4.43
7.52,39.69,4.64,4.4,0.0143,0,5.19
2.33,53.93,6.2,5.34,0.0776,2,6.28
13.72,47.04,5.69,5.26,0.0633,8,6.41
6.95,46.85,6.73,6.02,0.165,16,7.1
19.51,55.63,9.79,7.64,0.6295,70,9.17
17.17,59.4,8.12,6.63,0.3322,36,7.33
6.65,34.88,4.3,3.93,0.0688,0,4.14
6.83,6.53,5.39,5.07,0.0077,0,5.45
2.05,27.55,5.15,5.31,0.0078,0,5.34
10.17,47.26,6.19,4.43,0.0,0,4.91
5.52,1.66,5.52,5.51,0.0,0,5.58
13.12,3.41,4.8,4.67,0.0,0,4.93
10.82,4.03,5.19,4.99,0.0,0,5.02
6.52,43.86,3.0,4.31,0.0335,0,4.13
6.03,30.07,5.85,5.52,0.0143,0,6.02
18.73,22.13,7.56,6.28,0.0,2,6.63
16.35,6.34,5.58,4.72,0.0011,0,5.14
17.34,43.93,5.72,5.19,0.0,1,6.0
8.25,19.26,5.28,4.73,0.0,0,4.87
8.95,15.92,5.44,5.44,0.0,0,5.66
4.5,39.14,7.0,6.2,0.1271,2,6.74
16.48,33.54,8.25,7.19,0.1827,34,7.78
5.13,21.74,6.23,5.77,0.0368,0,5.63
15.75,38.49,5.36,4.85,0.0,0,5.57
18.22,16.27,5.99,5.54,0.0,0,6.26
14.58,47.69,5.83,4.7,0.0,0,5.58
10.81,13.76,4.68,4.15,0.0269,0,4.31
11.39,9.53,5.76,5.2,0.0,0,5.51
2.71,46.95,4.56,4.11,0.0,0,4.44
5.47,42.47,5.78,4.84,0.0,0,5.35
3.26,10.96,5.76,5.75,0.0279,0,5.89
11.58,6.97,4.26,4.26,0.0041,0,4.33
7.98,50.3,6.69,6.0,0.0744,17,7.17
3.69,46.6,4.84,4.53,0.0,0,4.99
9.16,19.64,4.8,4.48,0.0508,0,5.03
3.06,39.49,6.39,5.53,0.0349,0,5.68
12.06,7.45,5.26,5.1,0.0,0,5.37
10.83,30.42,5.74,5.03,0.0,0,5.36
3.92,1.12,5.77,5.73,0.0,0,5.9
11.77,23.5,6.82,6.36,0.0,0,6.24
3.13,4.49,5.08,5.18,0.0,0,5.19
5.75,28.51,5.82,5.26,0.0,0,5.55
17.99,25.3,5.67,4.87,0.0242,3,6.09
3.27,26.66,6.17,5.55,0.0,0,5.98
9.05,2.72,3.88,3.97,0.0238,0,3.84
3.07,21.7,6.9,6.34,0.0869,0,6.72
7.41,45.39,7.36,6.46,0.0445,12,6.93
9.18,22.13,6.58,6.12,0.0294,0,6.21
18.64,42.91,7.42,5.8,0.1866,18,6.56
