sisa_jarak_km,durasi_kemacetan_menit,fluktuasi_mkt,probabilitas_rusak
76.68,94.4,-3.53,0.1376
293.11,40.7,-3.02,0.1044
252.94,98.3,-5.11,0.3677
305.73,15.7,-1.4,0.1406
9.06,20.8,-3.43,0.0133
436.06,40.9,0.47,0.3333
466.06,49.0,0.1,0.5811
282.57,41.8,2.72,0.3916
348.33,91.6,-0.58,0.48
461.25,11.6,-0.2,0.5814
353.62,42.1,2.0,0.6573
76.27,100.5,-3.07,0.1562
288.14,8.0,-5.22,0.0806
303.36,113.1,-1.0,0.5011
212.07,118.4,-5.06,0.168
368.22,10.6,4.63,0.7806
467.18,35.0,2.14,0.8717
462.78,44.7,3.91,0.8715
225.42,93.2,-1.34,0.3222
56.62,71.5,-0.12,0.0782
492.42,77.3,-2.65,0.7571
419.45,90.9,0.71,0.5025
62.33,14.2,-4.54,0.0286
460.42,100.0,-7.86,0.6468
434.95,84.7,-3.48,0.6887
259.42,69.3,-5.14,0.0986
295.64,106.8,2.19,0.7246
199.5,84.0,3.04,0.5728
27.38,24.2,-5.01,0.0073
167.6,51.6,1.73,0.143
401.43,59.3,0.88,0.3127
2.32,6.6,-5.42,0.0086
166.75,114.6,-2.48,0.2363
199.08,15.4,-2.95,0.0706
268.7,83.7,0.37,0.3125
459.93,60.7,-4.57,0.3943
173.17,3.1,-1.75,0.0753
173.48,111.0,-3.21,0.1889
368.75,102.2,-0.32,0.5
226.11,62.9,-2.04,0.218
112.3,27.5,-2.84,0.0245
226.22,14.6,-2.03,0.0865
70.43,43.6,3.59,0.2856
88.19,30.7,-2.54,0.0264
249.18,60.8,-4.1,0.2195
209.46,116.0,-0.04,0.3002
457.42,69.0,-1.86,0.5359
181.2,106.8,-5.04,0.1803
290.29,78.1,4.08,0.8459
316.13,57.0,-2.38,0.3271
6.55,102.6,-2.44,0.0533
331.77,56.6,-1.1,0.3924
89.02,104.2,2.83,0.4502
480.54,35.0,-5.7,0.264
74.33,15.5,-0.81,0.0124
207.31,102.6,3.72,0.8206
42.67,70.5,-1.18,0.0382
498.44,106.7,-4.59,0.7631
251.1,112.5,-3.05,0.4419
297.69,6.4,-0.98,0.1166
33.54,60.1,1.83,0.0984
374.98,45.0,-2.35,0.221
104.95,75.1,0.57,0.1183
449.03,95.2,-5.09,0.6929
102.57,33.7,-5.11,0.0304
95.34,66.8,-2.71,0.0393
18.27,85.0,2.1,0.3757
236.03,16.1,-1.33,0.0819
282.42,97.7,-0.78,0.2465
32.85,72.7,-0.8,0.0577
387.76,113.9,1.27,0.7407
226.64,40.7,-3.03,0.068
262.2,13.0,0.22,0.1378
220.38,60.8,-3.58,0.0952
200.38,10.3,3.46,0.5301
279.82,116.3,-3.5,0.4331
77.62,4.6,-3.71,0.0189
90.96,90.4,-0.13,0.0862
430.89,63.0,-1.3,0.5852
473.06,44.2,-0.68,0.5102
186.65,7.9,-0.93,0.1386
135.37,74.7,-4.23,0.1507
322.0,70.2,2.53,0.7096
204.37,33.7,0.73,0.0841
12.69,109.2,1.9,0.1551
78.08,36.5,-2.82,0.0436
357.99,54.0,-0.46,0.2248
329.46,65.3,-1.01,0.4406
13.55,12.0,1.32,0.0197
110.99,111.9,1.4,0.1958
115.54,44.9,-1.02,0.0398
335.95,9.7,-5.29,0.215
9.86,46.5,2.95,0.0865
52.05,72.0,-0.11,0.0198
399.96,61.6,-3.02,0.542
89.27,83.3,-0.48,0.0596
326.37,6.7,-5.28,0.0892
119.09,34.1,1.14,0.0613
49.72,98.3,-5.18,0.1456
121.59,9.6,-2.05,0.0238
361.13,102.7,-0.89,0.4669
427.85,11.0,1.1,0.383
415.11,100.1,-1.23,0.4272
198.59,43.3,0.09,0.0704
334.04,73.5,-1.57,0.2016
102.49,18.3,-1.58,0.0508
146.57,7.9,-1.29,0.0408
448.17,25.9,-1.97,0.6716
6.5,15.3,-5.72,0.0102
42.75,37.5,-3.42,0.0175
103.94,61.7,-0.89,0.1218
13.27,70.7,-2.12,0.057
90.72,94.8,-1.89,0.1034
291.52,78.7,-2.31,0.176
210.71,73.1,-3.66,0.3003
446.34,49.4,-2.73,0.4442
408.72,56.9,-2.27,0.356
170.91,49.7,-1.49,0.14
129.71,101.1,-0.52,0.1237
189.85,27.6,-1.95,0.0411
295.15,0.7,-4.07,0.1083
134.03,78.2,-5.0,0.0662
312.07,24.3,4.99,0.4632
204.71,106.8,-4.32,0.1543
276.02,103.1,-2.8,0.2671
218.06,9.2,-0.21,0.0393
147.23,12.8,-0.6,0.055
474.23,59.4,-0.2,0.4493
381.8,73.1,-2.61,0.4726
70.06,33.0,-0.9,0.0169
434.23,86.0,-1.35,0.6723
243.72,71.4,-2.28,0.1074
447.28,39.0,-0.89,0.1813
399.93,3.0,1.14,0.5117
212.61,90.0,-1.56,0.1328
11.23,25.8,-1.54,0.0413
134.34,100.1,1.17,0.2812
270.82,50.4,0.9,0.3453
316.74,69.2,2.46,0.7448
128.94,104.8,-5.89,0.137
69.68,103.6,0.76,0.1337
417.47,44.6,0.0,0.5378
492.2,25.1,-3.71,0.4674
262.85,93.0,-0.87,0.2033
85.84,52.0,1.13,0.1126
136.15,23.0,-3.57,0.016
9.2,108.5,-0.39,0.1054
457.15,23.8,0.68,0.6436
58.88,3.1,-4.18,0.0328
288.26,2.4,-1.86,0.1711
137.03,74.7,-0.75,0.089
277.09,79.4,-3.49,0.2413
325.71,37.3,-3.7,0.1246
414.87,38.4,-1.84,0.5668
103.21,40.7,0.5,0.0473
5.5,81.6,0.11,0.0476
68.44,7.0,-3.65,0.0236
450.01,111.5,0.13,0.545
436.95,26.7,-3.59,0.186
298.71,120.0,-5.53,0.4236
300.26,20.6,-2.42,0.1175
332.52,92.6,1.31,0.5717
87.69,26.8,0.14,0.0584
457.21,9.7,-1.5,0.3579
209.39,105.0,-2.54,0.2951
191.57,103.1,-2.47,0.2316
259.46,48.4,-1.23,0.1352
23.48,84.3,-4.17,0.028
83.14,66.8,-2.37,0.063
369.02,102.4,-2.04,0.5073
41.4,37.8,-4.88,0.0413
301.58,62.8,-3.6,0.2279
122.67,58.2,-0.47,0.0577
194.65,42.5,-1.48,0.0816
144.35,107.0,-2.27,0.0998
177.84,19.9,-3.78,0.1135
359.52,17.9,2.44,0.6638
148.56,69.2,-3.59,0.0532
283.2,78.9,-0.87,0.3432
238.03,23.4,-2.72,0.0404
331.84,46.9,-1.41,0.3431
468.41,113.6,-0.36,0.6463
366.29,29.6,-4.93,0.2797
107.47,80.2,-1.52,0.0322
15.59,88.8,1.48,0.0597
131.13,53.8,2.9,0.339
297.54,112.5,-1.83,0.3138
25.71,88.4,-1.4,0.0327
248.18,55.0,4.03,0.8061
298.42,68.3,1.34,0.6942
167.12,83.1,-3.04,0.1903
385.46,71.1,-3.05,0.2898
53.3,105.4,0.89,0.2544
37.57,42.8,-4.03,0.0129
364.09,36.0,1.22,0.3851
247.75,25.7,-0.66,0.1085
344.2,4.5,-0.21,0.3282
217.41,5.2,-2.14,0.0974
123.2,104.4,-3.07,0.1015
409.55,81.4,2.15,0.6938
399.71,79.3,-2.12,0.5957
347.35,73.8,-2.53,0.2929
136.07,101.9,-1.7,0.145
295.12,57.6,-1.02,0.1235
180.49,104.4,-4.08,0.2306
45.79,43.1,-2.91,0.0376
458.66,111.2,-3.05,0.5539
68.41,83.8,0.61,0.1405
475.12,30.9,-3.71,0.5103
223.0,67.7,-5.89,0.2091
92.57,64.0,-6.42,0.0479
270.95,16.5,-5.18,0.1198
436.47,70.9,1.9,0.7738
366.11,37.8,-1.46,0.2538
403.28,6.3,-0.25,0.2508
329.39,113.8,-0.16,0.6156
346.14,77.0,-1.36,0.4903
424.6,105.2,-1.69,0.4711
124.83,81.1,1.11,0.2451
244.71,42.8,-1.14,0.2135
110.6,61.5,2.0,0.1723
493.83,81.1,0.05,0.7216
472.03,115.2,-3.04,0.7776
19.71,30.4,-2.74,0.0132
352.79,105.0,-3.32,0.4271
462.62,110.9,1.54,0.8972
90.29,80.4,-2.51,0.0563
283.97,111.8,-3.5,0.484
457.74,47.7,-0.7,0.6296
16.97,114.4,-1.74,0.1114
348.71,84.3,-0.76,0.6329
148.67,5.0,3.22,0.2066
462.2,108.8,0.78,0.8003
485.53,58.1,-1.43,0.6027
472.13,55.2,-5.02,0.5189
237.11,68.0,-2.75,0.2121
431.02,17.9,0.28,0.1866
422.27,56.3,-4.43,0.4564
159.55,99.7,3.85,0.4738
414.46,1.9,-1.46,0.1628
18.5,32.8,-1.38,0.0295
298.13,0.3,-3.17,0.0989
115.0,49.9,-0.26,0.0771
60.28,87.4,-4.4,0.0564
38.48,95.9,3.91,0.5365
348.14,113.4,1.79,0.7197
169.94,73.0,0.96,0.0797
362.38,30.6,-4.98,0.2631
32.68,110.9,-0.99,0.0251
157.65,93.0,1.52,0.1603
269.75,68.9,-0.02,0.1481
395.36,83.5,-4.01,0.3569
159.38,110.9,-3.13,0.1378
312.95,85.5,-2.63,0.2253
442.99,44.2,-3.01,0.2697
307.93,85.6,2.32,0.8039
116.48,4.8,-6.3,0.0212
12.2,46.4,0.14,0.0087
435.05,48.8,-4.73,0.3849
10.63,20.0,-3.9,0.0092
437.35,2.8,-6.52,0.1975
264.47,16.0,-2.87,0.1432
469.53,78.6,2.28,0.8287
399.39,96.3,-0.84,0.3924
498.97,118.6,-4.5,0.8166
175.36,41.6,1.04,0.2187
383.59,71.9,1.58,0.7033
200.97,112.5,-1.24,0.0808
239.94,20.0,3.59,0.3351
313.75,86.1,0.55,0.4153
436.84,90.6,0.21,0.588
492.04,10.7,-3.51,0.3619
384.14,103.3,0.07,0.419
208.88,97.6,-0.96,0.1122
210.68,4.0,-0.2,0.148
368.79,10.9,-3.21,0.2023
119.39,5.9,-1.18,0.0417
55.24,40.2,-3.54,0.0307
177.31,61.1,-6.87,0.1051
143.62,63.9,1.0,0.1387
148.15,32.1,-5.26,0.0325
116.8,109.4,-1.23,0.064
21.05,44.2,-0.67,0.03
8.94,5.5,-0.68,0.014
493.86,36.0,-2.21,0.6131
213.89,63.7,-0.82,0.1877
192.16,49.0,-0.32,0.0671
339.82,32.9,0.34,0.3729
109.13,15.8,2.83,0.2128
474.98,98.3,-0.91,0.7539
393.17,119.5,-1.34,0.8268
44.71,39.5,-3.77,0.074
208.79,45.8,-0.41,0.1421
439.56,74.2,0.17,0.6254
472.37,86.2,-1.98,0.7527
233.7,47.0,-0.14,0.0983
306.71,108.6,-2.23,0.3313
83.52,67.2,0.18,0.0847
495.58,54.0,0.78,0.5784
115.84,77.6,0.75,0.1591
471.37,114.3,-1.21,0.7435
324.82,95.3,-4.1,0.2892
303.87,4.8,-3.03,0.1209
256.34,39.9,-0.01,0.2317
115.33,56.5,4.62,0.521
88.26,37.7,-2.35,0.0398
110.24,84.0,-0.36,0.1004
93.22,99.2,-2.89,0.1153
389.79,87.8,-3.93,0.4426
175.06,118.7,-3.19,0.2417
28.92,32.7,-6.71,0.0134
484.55,105.0,1.88,0.8432
441.89,92.0,-7.08,0.5199
463.88,43.5,-2.16,0.5244
497.45,88.1,-4.45,0.7071
86.95,12.5,-3.71,0.0245
198.12,94.7,1.94,0.504
379.12,63.9,-1.0,0.4208
348.01,35.1,-3.91,0.2084
76.95,78.7,-2.97,0.0384
407.92,77.0,-3.41,0.3795
112.22,25.1,-1.61,0.0187
111.91,3.6,-1.07,0.0299
268.49,52.0,3.24,0.4852
296.47,68.3,-6.29,0.2057
290.04,105.2,-1.59,0.3395
45.74,111.4,-2.29,0.1255
438.73,63.5,0.87,0.7203
132.8,90.5,-0.61,0.1083
64.76,52.7,-0.02,0.0719
444.37,89.5,-0.64,0.3525
477.83,24.6,-3.83,0.6525
431.06,44.5,1.53,0.7067
404.76,76.1,0.5,0.557
327.62,2.2,0.79,0.1396
275.43,86.7,1.66,0.4454
43.49,100.3,-0.46,0.0876
204.23,47.9,2.2,0.3751
186.34,53.8,-0.56,0.1337
129.88,102.2,-2.05,0.0917
361.71,93.1,-1.52,0.3374
247.94,34.6,-1.56,0.1301
40.52,38.9,-2.8,0.0389
110.09,81.5,2.58,0.2999
341.63,67.6,-0.76,0.4969
38.07,19.5,-1.26,0.0201
425.6,37.2,-0.53,0.3687
247.57,108.0,5.95,0.9528
240.29,82.6,-4.33,0.3253
296.2,118.3,-3.61,0.263
412.34,92.0,-4.95,0.4062
173.9,113.0,-2.08,0.1722
339.01,25.9,-0.89,0.545
282.87,92.6,-2.66,0.2731
133.51,2.4,-2.85,0.0306
439.31,80.5,-1.14,0.6297
398.71,56.3,-2.76,0.5057
329.23,41.6,-0.72,0.2392
425.29,103.5,1.29,0.8591
433.65,102.5,0.19,0.5064
354.18,2.7,0.7,0.1697
418.51,73.1,1.21,0.7782
348.74,44.1,-0.79,0.2607
340.07,49.9,-1.9,0.1594
309.31,99.8,-3.43,0.2334
376.36,37.2,-2.48,0.208
79.3,113.2,-2.81,0.1028
440.44,21.6,0.33,0.4447
435.92,79.5,-0.63,0.5039
14.62,80.7,0.24,0.0554
412.91,30.3,-4.4,0.2766
64.43,39.0,2.08,0.1765
167.56,100.2,-2.57,0.4059
371.75,91.4,-4.25,0.4131
80.38,39.5,-2.6,0.0463
408.98,64.1,4.71,0.9404
416.07,7.4,-2.47,0.2707
253.73,25.0,-2.31,0.1458
3.19,58.3,-1.98,0.0336
143.52,10.3,-1.87,0.0313
308.46,101.2,-3.45,0.5359
490.59,86.2,-1.14,0.6938
315.91,113.2,1.19,0.5614
129.9,83.2,-0.71,0.2707
317.0,112.8,-4.28,0.4184
269.99,66.5,-2.36,0.2289
389.92,72.0,-2.88,0.4471
53.49,117.2,-1.37,0.0848
380.51,77.1,1.83,0.735
270.63,3.7,-1.87,0.0629
481.5,86.9,-1.72,0.7217
170.94,108.7,2.94,0.3508
316.31,95.5,0.69,0.316
466.01,70.1,-0.06,0.7671
51.25,80.6,3.4,0.1866
468.61,118.8,-0.28,0.5128
343.94,10.9,-6.47,0.0997
33.92,80.1,0.58,0.1408
150.48,34.0,-5.48,0.0246
354.09,76.8,-0.37,0.2703
33.68,72.9,-5.78,0.0205
291.09,18.4,-2.67,0.1159
172.94,24.8,-2.41,0.0492
310.46,74.6,-3.43,0.2427
22.87,15.4,-2.37,0.0408
435.77,31.8,1.08,0.3805
486.74,100.2,-3.28,0.6998
484.44,39.3,-0.14,0.5333
374.83,58.6,-3.91,0.2473
65.04,112.9,-1.97,0.1148
379.13,27.3,-0.69,0.2213
12.29,46.8,-3.99,0.0289
11.06,72.8,-4.78,0.0331
161.81,90.6,-0.27,0.0536
244.32,108.2,1.31,0.626
385.2,109.9,-1.7,0.7798
341.65,93.2,-2.64,0.3876
222.95,27.4,-1.11,0.0598
136.81,3.0,-1.36,0.0686
498.56,46.1,-0.89,0.7548
213.09,17.0,-7.82,0.0676
225.69,85.2,-4.17,0.1787
81.81,79.3,-3.61,0.0632
397.4,5.3,-1.12,0.1112
346.84,100.4,-1.04,0.4098
110.38,29.8,0.09,0.0947
41.19,51.9,-0.86,0.03
340.25,80.2,-4.75,0.2505
327.26,51.5,2.12,0.6011
136.63,53.0,1.68,0.1258
475.43,7.9,-4.65,0.3517
75.53,48.2,-0.67,0.0217
216.17,91.8,-2.99,0.1287
471.81,109.8,-1.15,0.7843
209.86,49.6,1.13,0.2077
319.26,50.8,3.83,0.6734
198.8,84.3,0.38,0.2045
137.11,113.1,-0.76,0.1182
491.99,32.0,-2.35,0.3834
204.67,52.8,-1.04,0.1842
447.05,95.5,1.9,0.885
114.98,73.2,-1.61,0.0763
106.55,13.3,-3.72,0.033
15.57,75.3,-5.55,0.0373
325.83,22.4,-0.22,0.2119
184.26,61.2,-0.88,0.0754
432.18,63.5,-3.11,0.5845
236.6,105.1,1.07,0.4467
484.1,55.5,-2.55,0.5184
92.76,33.5,-1.84,0.0293
434.31,27.7,-1.54,0.4528
388.3,104.9,-2.38,0.5262
385.46,20.5,-0.91,0.1888
422.39,51.1,1.38,0.5697
380.51,22.5,-4.36,0.3242
313.11,92.8,-0.28,0.1965
65.62,56.9,-1.07,0.0356
16.26,42.1,-1.12,0.0391
460.42,43.3,0.68,0.5392
308.33,102.3,-1.38,0.4102
398.27,66.5,-0.3,0.5563
240.76,86.1,0.29,0.3403
58.65,107.6,-2.76,0.0668
62.59,108.2,-0.75,0.0801
342.78,39.4,-2.13,0.3287
215.15,114.3,-1.83,0.3556
100.26,3.0,-2.31,0.0242
245.8,45.2,-0.32,0.1321
32.1,107.5,-1.3,0.0761
290.99,33.0,-0.51,0.2701
134.5,32.8,-1.54,0.0833
398.78,36.3,-5.51,0.3969
155.18,73.5,-1.42,0.0632
227.61,52.6,-1.34,0.1163
5.81,87.2,-0.89,0.0371
36.22,107.4,-2.98,0.1312
196.25,80.9,-4.49,0.1375
239.97,24.5,0.06,0.1753
300.01,111.9,-2.18,0.3304
145.83,31.7,-1.07,0.043
347.49,18.0,-2.2,0.2298
430.06,10.8,-1.52,0.4717
389.93,67.6,-2.62,0.384
19.81,13.7,-3.92,0.0044
240.25,16.7,-0.32,0.0427
52.47,36.0,-3.01,0.0326
121.02,33.8,-1.09,0.0227
493.33,72.5,-0.47,0.5254
71.25,98.0,-2.97,0.0792
249.44,91.4,-4.51,0.0864
309.08,31.5,4.57,0.7299
351.23,29.4,-2.82,0.1381
279.82,115.9,0.06,0.2249
4.89,1.0,3.35,0.0553
163.23,105.6,0.47,0.1347
258.86,24.0,-2.25,0.1377
43.93,113.7,-1.67,0.1364
175.31,41.1,-3.58,0.0652
16.6,52.8,0.7,0.0308
39.29,84.9,-0.08,0.0423
198.46,70.5,-2.79,0.0825
66.36,38.2,-4.11,0.0173
283.77,66.5,-4.8,0.1135
344.73,87.7,0.97,0.3748
400.29,5.1,-1.2,0.4
100.08,1.3,-0.96,0.0176
83.74,55.0,-3.56,0.0112
52.28,15.8,-5.16,0.0157
318.22,79.7,0.91,0.267
353.24,25.7,-1.39,0.2211
15.79,51.9,0.77,0.0408
468.11,23.7,-2.46,0.4082
25.99,65.8,-2.09,0.0347
270.65,13.9,0.28,0.1051
354.53,2.8,0.33,0.1042
435.48,6.1,0.49,0.3396
357.04,114.5,-2.24,0.6419
400.86,17.1,0.04,0.4729
169.73,85.0,1.27,0.2275
407.41,8.2,-1.76,0.2345
40.06,13.0,-2.78,0.0233
447.41,61.1,1.86,0.8648
273.8,55.8,-3.14,0.1524
408.65,114.2,0.07,0.7053
226.16,113.4,-1.65,0.1976
321.79,93.6,-6.1,0.4116
263.2,72.3,1.32,0.4919
365.79,54.6,-8.39,0.1978
40.81,42.7,-6.46,0.022
30.18,113.7,-0.18,0.1114
123.55,72.3,-0.18,0.1073
79.77,69.5,-3.09,0.091
435.89,27.8,-1.13,0.4573
109.61,5.6,-7.83,0.0239
487.93,113.4,0.27,0.9141
168.45,37.6,-0.88,0.0745
91.06,53.1,-1.61,0.011
394.85,13.8,-1.45,0.2182
329.35,100.4,-0.27,0.3559
249.1,3.3,-1.57,0.1131
277.68,100.1,-6.19,0.2684
359.6,16.8,3.99,0.8283
114.23,106.4,1.5,0.3079
498.17,87.6,-4.71,0.5742
487.4,19.8,-2.36,0.4074
325.16,67.9,-2.09,0.2196
99.77,37.5,1.2,0.0888
340.11,21.4,-6.9,0.136
36.1,103.1,-2.75,0.0674
15.33,48.4,-5.9,0.0222
128.84,47.8,-2.21,0.0558
231.31,20.4,-2.68,0.2111
434.14,46.0,-1.3,0.3734
363.58,104.6,-3.01,0.271
371.35,43.6,-3.38,0.4091
212.75,114.2,0.05,0.3655
172.97,113.6,-0.36,0.083
185.52,17.4,-0.12,0.0429
493.82,21.3,-1.94,0.4969
20.05,103.5,-2.93,0.0741
433.52,47.1,-1.8,0.4189
289.34,0.5,-0.25,0.1026
219.31,32.9,-6.94,0.0617
362.63,71.7,-0.51,0.1515
243.33,95.9,-0.73,0.4775
436.71,16.0,-1.34,0.2226
450.35,13.3,-1.87,0.3521
210.86,110.7,-7.92,0.2257
138.41,90.1,-2.6,0.1691
296.18,70.8,2.97,0.6841
456.18,92.3,-1.47,0.6481
105.33,51.5,-2.27,0.0147
311.48,91.0,-1.46,0.2574
315.78,44.6,-0.61,0.2825
366.56,29.3,0.15,0.329
65.78,87.5,-2.07,0.0416
357.91,50.4,-0.44,0.1584
454.52,117.8,2.69,0.9296
89.84,41.9,1.02,0.0181
118.77,110.6,4.35,0.5363
485.7,112.0,-3.14,0.8749
90.49,29.0,2.69,0.2682
427.19,95.8,-3.48,0.6452
246.14,52.0,-0.62,0.1683
123.62,110.1,0.33,0.0669
435.37,54.0,-2.78,0.3596
222.65,89.3,-1.28,0.1785
257.41,56.0,0.78,0.1833
179.62,27.3,-3.28,0.0558
296.48,23.9,2.67,0.6188
81.76,51.1,-4.96,0.0339
195.54,90.7,3.35,0.5654
484.71,72.6,1.0,0.8082
129.07,82.6,-1.72,0.0503
328.37,33.9,-2.51,0.1437
162.6,57.8,-2.77,0.0629
386.74,5.3,-1.84,0.2144
65.44,98.1,-1.62,0.0643
484.91,118.8,1.64,0.8795
226.89,48.8,3.42,0.4423
118.03,1.3,-1.0,0.0168
36.75,20.4,-3.61,0.0267
84.88,78.3,-2.86,0.0565
259.89,73.4,-1.96,0.267
168.5,94.5,-4.08,0.092
414.44,30.5,-4.45,0.2573
215.44,91.6,3.74,0.6755
124.36,82.6,-0.74,0.0886
308.57,38.7,-3.58,0.2548
353.39,65.5,0.54,0.3586
83.52,17.7,-4.45,0.0394
83.81,54.3,-4.24,0.0559
18.34,105.7,-3.51,0.0562
368.2,50.5,2.64,0.5769
331.9,100.7,-2.13,0.5112
237.32,70.8,-7.6,0.119
422.09,23.0,1.53,0.5316
402.84,69.7,-2.27,0.4358
292.68,60.7,-6.12,0.2056
434.14,47.8,-2.29,0.3766
102.92,14.4,-0.2,0.0204
55.96,50.0,-0.49,0.0161
134.87,8.7,3.0,0.3121
28.54,11.9,-3.63,0.0129
265.58,49.9,-1.38,0.1557
468.3,36.6,-3.25,0.4327
19.67,111.1,-5.36,0.1063
61.05,45.1,0.71,0.1256
226.1,90.9,-0.34,0.2232
466.94,63.6,-0.79,0.5278
158.08,84.5,-0.43,0.0738
253.62,31.2,-3.21,0.0615
20.79,113.0,-4.01,0.0286
74.17,63.6,-1.41,0.0339
493.32,99.8,1.4,0.6768
482.56,43.8,2.52,0.8879
2.47,12.0,0.49,0.022
475.91,80.8,-1.43,0.5973
319.56,0.9,-0.83,0.2018
433.96,57.0,-1.47,0.33
227.37,23.1,-4.06,0.0604
257.8,75.3,-1.44,0.0932
244.42,117.5,-4.84,0.4026
333.43,55.7,-1.81,0.1975
69.83,98.1,2.59,0.2874
14.99,60.9,0.56,0.0672
153.96,59.5,-3.81,0.1557
352.34,111.7,-1.68,0.4947
100.93,106.8,-3.59,0.1303
336.72,94.3,-1.66,0.3007
484.96,35.6,1.1,0.8048
46.95,65.4,0.13,0.0412
336.3,26.9,4.71,0.8115
221.88,53.3,1.48,0.2243
434.07,58.1,-0.99,0.6092
88.57,99.8,0.19,0.1112
346.31,107.5,-2.01,0.5656
419.06,49.8,-4.32,0.4442
472.31,2.1,1.76,0.5643
341.62,103.4,1.02,0.7032
248.59,20.9,-2.1,0.1166
308.92,74.6,-0.82,0.1995
434.45,3.0,1.6,0.3746
285.3,47.9,0.62,0.2584
15.19,118.3,-5.16,0.1043
465.47,12.1,-0.89,0.556
344.76,50.8,-1.92,0.1338
338.26,36.9,1.28,0.3873
107.84,108.6,1.08,0.2466
329.44,104.3,1.8,0.7163
196.93,28.5,-4.29,0.12
325.62,9.7,-3.46,0.1945
53.3,75.3,1.29,0.065
328.92,40.4,-2.98,0.1455
499.71,80.7,-5.3,0.7034
24.11,3.9,-0.17,0.0229
488.59,16.0,-2.87,0.4306
203.45,82.4,2.97,0.345
435.38,25.5,-0.76,0.239
391.19,102.9,-1.1,0.6269
283.51,7.0,-2.42,0.0911
369.22,25.9,2.48,0.5955
439.26,119.8,-0.6,0.7932
202.07,52.0,-2.52,0.0627
163.52,84.4,-3.49,0.1059
333.8,21.9,-1.68,0.1465
403.92,73.2,-3.94,0.5017
381.14,87.1,1.07,0.708
398.91,37.7,-6.02,0.185
217.79,99.5,-1.85,0.2195
408.92,72.4,0.03,0.5762
60.1,46.7,-0.64,0.0141
272.24,66.9,-3.29,0.2058
2.88,69.2,0.15,0.0188
162.29,19.9,-3.72,0.0383
183.23,48.3,-1.56,0.0276
198.09,41.2,0.13,0.179
347.73,48.1,-0.34,0.2361
194.28,91.3,-3.19,0.1214
224.35,57.9,1.49,0.3151
118.77,112.8,-1.28,0.0848
186.63,35.2,0.36,0.0556
113.63,49.9,2.32,0.3332
36.6,94.4,1.29,0.2479
301.72,65.5,1.3,0.35
334.11,65.6,-1.02,0.4234
309.75,6.4,0.48,0.1889
231.75,47.8,-0.97,0.0669
189.89,32.5,-4.52,0.0494
431.67,119.9,-0.74,0.8217
259.54,37.0,-0.86,0.0703
239.59,106.1,-0.04,0.5373
12.82,81.1,-1.82,0.0303
170.62,40.9,-3.4,0.1505
190.1,65.2,0.14,0.1122
199.41,100.9,-4.78,0.2706
290.09,106.0,2.15,0.8016
266.8,19.2,-2.08,0.2007
303.95,40.7,-0.89,0.1481
382.44,40.2,-0.1,0.22
406.49,5.0,-0.02,0.2292
359.06,71.8,-5.02,0.2313
477.76,102.6,0.56,0.7886
9.12,45.8,-0.74,0.0155
97.89,88.8,-3.09,0.1366
3.78,75.3,-3.37,0.026
323.74,45.1,-2.34,0.1086
449.02,16.9,-4.75,0.5116
121.74,85.1,2.81,0.3836
463.52,102.5,2.22,0.8899
30.13,82.3,-0.37,0.0775
467.22,2.1,-2.06,0.427
175.81,25.9,-1.99,0.0437
50.71,8.3,0.4,0.0188
242.94,68.4,2.89,0.4135
128.39,90.8,-2.93,0.055
142.44,13.3,-4.29,0.0535
153.64,100.6,2.37,0.464
401.51,66.7,-5.97,0.5231
269.58,82.8,-4.02,0.3868
155.65,116.6,-2.12,0.2462
305.17,10.0,-5.4,0.186
358.08,108.1,1.28,0.4295
136.31,15.1,0.64,0.0497
206.77,47.2,-2.94,0.1603
60.94,102.2,1.7,0.1146
90.57,108.8,2.12,0.3048
340.56,60.8,-1.78,0.3534
90.72,71.3,-2.63,0.077
262.58,85.0,4.15,0.8248
354.52,99.9,0.3,0.5784
53.44,14.6,-0.86,0.0227
283.66,97.2,1.91,0.4113
128.28,57.8,-0.75,0.0868
481.46,54.1,-2.76,0.5757
241.77,50.9,-1.3,0.0739
403.0,61.1,1.1,0.7288
275.11,113.4,-6.48,0.418
21.71,65.8,-2.22,0.0175
316.58,114.4,1.96,0.6258
475.7,21.6,-2.78,0.3426
300.81,86.9,2.37,0.5858
409.59,97.5,2.04,0.8331
442.1,81.5,-1.66,0.443
114.04,72.8,-2.92,0.1266
106.02,67.8,-2.22,0.1079
305.49,103.3,5.16,0.9479
205.51,98.6,3.19,0.6357
419.93,14.7,-1.19,0.389
450.01,101.8,-3.02,0.62
176.71,49.7,-1.21,0.0628
118.44,30.4,-0.89,0.0758
390.26,104.4,-4.61,0.5858
137.4,51.8,-1.3,0.049
411.31,97.0,1.81,0.754
211.87,31.6,-6.0,0.063
333.77,0.5,0.57,0.3842
47.77,59.5,1.94,0.1129
311.93,12.0,-2.9,0.1486
225.88,90.5,2.74,0.6608
293.3,33.1,-3.23,0.0941
84.01,53.2,-0.4,0.0772
368.44,10.4,-2.27,0.1545
431.4,34.4,-2.27,0.5944
108.37,93.8,-3.04,0.0845
47.86,18.2,0.25,0.04
11.82,77.7,0.62,0.0161
320.99,110.1,-1.66,0.2956
303.55,81.6,-4.9,0.27
273.35,97.3,-0.49,0.1337
115.97,13.1,-0.44,0.0441
195.45,30.1,-2.04,0.0888
